location-long,location-lat,date,is_foraging,nflh,chl,a_412,bb_412,pic,kd_490,rrs_412,sst
-87.21646521,27.50299861,2011-02-03,1,0.0442500114440918,0.1776380091905594,0.0375001430511474,0.0054299980401992,7.399916648864746e-05,0.0465999990701675,0.0074280016124248,29.625
-87.47855219,27.81634698,2011-02-04,1,0.0725550651550293,0.197378471493721,0.0408999919891357,0.0054250061511993,8.399784564971924e-05,0.048599999397993,0.0066940002143383,29.78499984741211
-87.51531422,27.68968448,2011-02-05,1,0.0683050155639648,0.165712758898735,0.03410005569458,0.005290001630783,4.79966402053833e-05,0.0439999997615814,0.0078859999775886,29.204999923706055
-87.56782728,27.58433942,2011-02-06,1,0.076550006866455,0.1857410371303558,0.0378999710083007,0.0054399967193603,6.400048732757568e-05,0.0473999977111816,0.0073440000414848,29.545000076293945
-87.62535637,27.49727305,2011-02-07,1,0.0703449249267578,0.2996828258037567,0.0549001693725585,0.0054050087928771,5.999952554702759e-05,0.0592000000178813,0.0051119998097419,30.014999389648438
-87.704,27.432,2011-02-08,1,0.096524953842163,0.2420705407857895,0.047800064086914,0.0054650008678436,6.199628114700317e-05,0.0541999973356723,0.0058600008487701,29.959999084472656
-89.62799072,28.25600052,2011-09-11,1,0.0667750835418701,0.6213531494140625,0.0821001529693603,0.0055499970912933,3.799796104431152e-05,0.0916000008583068,0.0033899992704391,30.045000076293945
-89.63500977,28.25699997,2011-09-12,1,0.0667750835418701,0.6213531494140625,0.0821001529693603,0.0055499970912933,3.799796104431152e-05,0.0916000008583068,0.0033899992704391,30.045000076293945
-89.64199829,27.87700081,2011-09-14,1,0.0608251094818115,0.8083803653717041,0.1081001758575439,0.0055849999189376,3.999471664428711e-05,0.0945999994874,0.0027099996805191,30.029998779296875
-90.8304,27.9344,2010-08-09,1,0.0498600006103515,0.6348735690116882,0.0940999984741211,0.0054500102996826,1.3999640941619871e-05,0.0793999955058097,0.0029380023479461,30.309999465942383
-90.84899902,27.93700027,2010-08-10,1,0.0528349876403808,0.6350526809692383,0.0917999744415283,0.0055499970912933,1.1995434761047363e-05,0.0793999955058097,0.0030519999563694,30.229999542236328
-91.07199097,27.90600014,2010-08-15,1,0.0660099983215332,0.4563547372817993,0.0721001625061035,0.0056750029325485,2.399832010269165e-05,0.0681999996304512,0.0039959996938705,29.834999084472656
-91.9289856,27.63699913,2010-08-17,1,0.0814800262451171,0.2022827714681625,0.0466001033782959,0.0056450068950653,8.999556303024292e-05,0.0460000000894069,0.0065999999642372,30.06999969482422
-92.01199341,27.63100052,2010-08-18,1,0.0481600761413574,0.246860384941101,0.0538001060485839,0.0055949985980987,5.799531936645508e-05,0.0499999970197677,0.0052780024707317,30.094999313354492
-91.96499634,27.4489994,2010-08-19,1,0.0275900363922119,0.2800818383693695,0.0510001182556152,0.0053500086069107,3.600120544433594e-05,0.0497999973595142,0.0070720016956329,30.344999313354492
-91.74798584,27.65500069,2010-08-20,1,-0.0011398792266845,0.551076352596283,0.0789999961853027,0.0060549974441528,0.0001100003719329,0.0729999989271164,0.0039000026881694,29.829999923706055
-93.27999878,27.25499916,2010-08-29,1,0.0640549659729003,0.0566244237124919,0.020900011062622,0.0051600039005279,7.999688386917114e-05,0.0274000000208616,0.0123260021209716,30.314998626708984
-93.1289978,27.09600067,2010-08-30,1,0.0490100383758544,0.056910753250122,0.020900011062622,0.0052500069141387,0.0001119971275329,0.0287999995052814,0.0125060006976127,30.639999389648438
-87.358,29.5418,2010-09-10,1,0.0637149810791015,1.1597192287445068,0.1387000083923339,0.0057450085878372,9.998679161071776e-06,0.1101999953389167,0.0020480006933212,28.594999313354492
-88.07699585,29.7159996,2010-09-17,1,0.0469698905944824,0.7446439266204834,0.1066999435424804,0.0052450001239776,9.998679161071776e-06,0.0854000002145767,0.002445999532938,28.844999313354492
-87.07998657,29.83300018,2010-09-18,1,0.0482449531555175,0.7740089893341064,0.1116001605987548,0.005280002951622,9.998679161071776e-06,0.0872000008821487,0.0023620016872882,29.30499839782715
-86.99398804,29.88400078,2010-09-20,1,0.0544500350952148,0.8398109078407288,0.1219000816345214,0.0054450035095214,9.998679161071776e-06,0.091399997472763,0.0022400021553039,29.56999969482422
-86.72698975,29.78100014,2010-09-21,1,0.0518999099731445,0.6715751886367798,0.1070001125335693,0.0051400065422058,9.998679161071776e-06,0.0806000009179115,0.0024280026555061,29.53499984741211
-86.69500732,29.75200081,2010-09-22,1,0.0518999099731445,0.6715751886367798,0.1070001125335693,0.0051400065422058,9.998679161071776e-06,0.0806000009179115,0.0024280026555061,29.53499984741211
-86.61300659,29.48699951,2010-09-23,1,0.0408499240875244,0.6684715151786804,0.1089999675750732,0.0048750042915344,9.998679161071776e-06,0.0803999975323677,0.0022579990327358,28.760000228881836
-86.2869873,29.46899986,2010-09-24,1,0.0430600643157959,0.4601524472236633,0.074700117111206,0.0054949969053268,9.998679161071776e-06,0.0653999969363212,0.0036999993026256,28.420000076293945
-86.29800415,29.47299957,2010-09-25,1,0.0430600643157959,0.4601524472236633,0.074700117111206,0.0054949969053268,9.998679161071776e-06,0.0653999969363212,0.0036999993026256,28.420000076293945
-90.905,28.054,2014-07-10,1,0.0733199119567871,0.6022015810012817,0.088900089263916,0.0058249980211257,4.199892282485962e-05,0.0769999995827674,0.0033139996230602,29.899999618530273
-91.07508402,26.8743576,2014-07-11,1,0.0634601116180419,0.4301414489746094,0.0629999637603759,0.0060250014066696,9.199976921081544e-05,0.0683999955654144,0.0037880018353462,30.774999618530273
-91.0643451,26.79974934,2014-07-12,1,0.0646500587463378,0.4102329313755035,0.0794999599456787,0.0054250061511993,6.199628114700317e-05,0.0630000010132789,0.0028060004115104,29.799999237060547
-90.97861577,26.8528773,2014-07-13,1,0.0535149574279785,0.4462434649467468,0.077200174331665,0.0056800097227096,0.0001019984483718,0.0679999962449073,0.0037660002708435,30.459999084472656
-90.94176281,26.88455657,2014-07-14,1,0.0535149574279785,0.4462434649467468,0.077200174331665,0.0056800097227096,0.0001019984483718,0.0679999962449073,0.0037660002708435,30.459999084472656
-90.88112498,26.89930782,2014-07-15,1,0.0534300804138183,0.5508289337158203,0.0859999656677246,0.0059550106525421,0.0001280009746551,0.0737999975681305,0.0032480023801326,29.69999885559082
-90.88628201,26.83231798,2014-07-16,1,0.05861496925354,0.5430161356925964,0.0831000804901123,0.0062150061130523,0.0002179965376853,0.0747999995946884,0.0032080002129077,31.219999313354492
-91.07128765,26.83554884,2014-07-17,1,0.0634601116180419,0.4301414489746094,0.0629999637603759,0.0060250014066696,9.199976921081544e-05,0.0683999955654144,0.0037880018353462,30.774999618530273
-91.04888747,26.91328598,2014-07-18,1,0.0634601116180419,0.4301414489746094,0.0629999637603759,0.0060250014066696,9.199976921081544e-05,0.0683999955654144,0.0037880018353462,30.774999618530273
-91.07588863,26.95028654,2014-07-19,1,0.0763800144195556,0.3791099488735199,0.0589001178741455,0.0061600059270858,0.0001499950885772,0.065200001001358,0.0044820010662078,29.5049991607666
-91.08396846,26.96068688,2014-07-20,1,0.0530900955200195,0.392251044511795,0.0592999458312988,0.0062700062990188,0.0001600012183189,0.0659999996423721,0.0044180005788803,29.209999084472656
-91.08260718,26.92776782,2014-07-21,1,0.0763800144195556,0.3791099488735199,0.0589001178741455,0.0061600059270858,0.0001499950885772,0.065200001001358,0.0044820010662078,29.5049991607666
-91.20615437,26.91584672,2014-07-22,1,0.0563199520111084,0.5157964825630188,0.0762000083923339,0.0055150091648101,1.1995434761047363e-05,0.0731999948620796,0.0025480017066001,31.48499870300293
-91.36600233,27.02166937,2014-07-23,1,0.0745949745178222,0.3984548151493072,0.0662000179290771,0.0054050087928771,7.399916648864746e-05,0.0630000010132789,0.0040800012648105,30.204999923706055
-91.27662796,27.08486772,2014-07-24,1,0.0595500469207763,0.317792683839798,0.0583000183105468,0.0058249980211257,0.0001319944858551,0.0599999986588954,0.0051119998097419,30.334999084472656
-91.32440741,27.11216347,2014-07-25,1,0.0595500469207763,0.317792683839798,0.0583000183105468,0.0058249980211257,0.0001319944858551,0.0599999986588954,0.0051119998097419,30.334999084472656
-91.37524854,27.08019033,2014-07-26,1,0.0745949745178222,0.3984548151493072,0.0662000179290771,0.0054050087928771,7.399916648864746e-05,0.0630000010132789,0.0040800012648105,30.204999923706055
-91.37330921,26.99859445,2014-07-27,1,0.0717899799346923,0.4196191430091858,0.0729999542236328,0.0054500102996826,9.199976921081544e-05,0.063799999654293,0.0036500021815299,30.314998626708984
-91.39023284,27.06337566,2014-07-28,1,0.0745949745178222,0.3984548151493072,0.0662000179290771,0.0054050087928771,7.399916648864746e-05,0.0630000010132789,0.0040800012648105,30.204999923706055
-91.37330384,27.09499942,2014-07-29,1,0.0702600479125976,0.3404178619384765,0.0598001480102539,0.005615010857582,9.799748659133912e-05,0.060199998319149,0.0047460012137889,30.25
-91.32414686,27.09892092,2014-07-30,1,0.0595500469207763,0.317792683839798,0.0583000183105468,0.0058249980211257,0.0001319944858551,0.0599999986588954,0.0051119998097419,30.334999084472656
-91.35202166,27.05904584,2014-07-31,1,0.0745949745178222,0.3984548151493072,0.0662000179290771,0.0054050087928771,7.399916648864746e-05,0.0630000010132789,0.0040800012648105,30.204999923706055
-91.36006505,26.95908985,2014-08-01,1,0.0717899799346923,0.4196191430091858,0.0729999542236328,0.0054500102996826,9.199976921081544e-05,0.063799999654293,0.0036500021815299,30.314998626708984
-91.16353238,27.07810392,2014-08-02,1,0.0555551052093505,0.2645204067230224,0.0494999885559082,0.0059650093317031,0.0001619979739189,0.0575999990105629,0.0061179995536804,29.625
-90.71036855,27.18429812,2014-08-03,1,0.1012849807739257,0.57671719789505,0.0756001472473144,0.0063749998807907,0.0002159997820854,0.0777999982237815,0.0043460018932819,29.704999923706055
-90.24645611,27.24108563,2014-08-04,1,0.0782499313354492,0.578911304473877,0.0956001281738281,0.0061700046062469,0.0001880005002021,0.0759999975562095,0.0034560002386569,29.969999313354492
-89.87745359,27.27603893,2014-08-05,1,0.0864949226379394,1.1806702613830566,0.1256999969482422,0.0061150044202804,0.0001240000128746,0.1167999953031539,0.0025760009884834,30.404998779296875
-89.68289606,27.30330102,2014-08-06,1,0.0693249702453613,1.075683355331421,0.1258001327514648,0.0056750029325485,5.000084638595581e-05,0.1123999953269958,0.0026880018413066,30.149999618530273
-89.63736488,27.54954533,2014-08-07,1,0.0510499477386474,1.1232709884643557,0.1253001689910888,0.0061250030994415,6.199628114700317e-05,0.1131999939680099,0.0028300024569034,29.974998474121094
-89.60333253,27.76734743,2014-08-08,1,0.0601449012756347,1.0045732259750366,0.1036000251770019,0.0059249997138977,1.9997358322143555e-05,0.1035999953746795,0.0022960007190704,30.024999618530273
-89.4078891,28.01716994,2014-08-09,1,0.0700900554656982,0.8780508041381836,0.0985000133514404,0.0053600072860717,9.998679161071776e-06,0.1004000008106231,0.002199999988079,29.829999923706055
-89.10191209,28.06295597,2014-08-10,1,0.0802900791168212,0.9910858273506165,0.1166000366210937,0.0051150023937225,9.998679161071776e-06,0.1071999967098236,0.0017820000648498,29.494998931884766
-88.76606504,28.10580869,2014-08-11,1,0.0655000209808349,0.6946959495544434,0.0998001098632812,0.0050249993801116,9.998679161071776e-06,0.0824000015854835,0.0020340010523796,29.44499969482422
-88.8364213,28.16188475,2014-08-12,1,0.062695026397705,0.6511421799659729,0.0987000465393066,0.0052050054073333,9.998679161071776e-06,0.0791999995708465,0.0024020001292228,29.16499900817871
-88.84226524,28.19585024,2014-08-13,1,0.054960012435913,0.6186189651489258,0.1030001640319824,0.0051549971103668,9.998679161071776e-06,0.0775999948382377,0.0026019997894763,29.154998779296875
-88.85892025,28.22285399,2014-08-14,1,0.054960012435913,0.6186189651489258,0.1030001640319824,0.0051549971103668,9.998679161071776e-06,0.0775999948382377,0.0026019997894763,29.154998779296875
-88.8054294,28.2040833,2014-08-15,1,0.0711100101470947,0.7266320586204529,0.1071000099182128,0.0050799995660781,9.998679161071776e-06,0.0850000008940696,0.0023400001227855,29.184999465942383
-88.57821228,28.17853222,2014-08-16,1,0.065925121307373,0.6439705491065979,0.083400011062622,0.0051500052213668,9.998679161071776e-06,0.0791999995708465,0.0023580007255077,29.709999084472656
-88.34087768,28.36265773,2014-08-17,1,0.0477349758148193,0.5504778623580933,0.0923001766204834,0.0052350014448165,9.998679161071776e-06,0.0718000009655952,0.002844002097845,29.364999771118164
-88.16184165,28.47267571,2014-08-18,1,0.0334548950195312,0.1878161281347274,0.0411000251770019,0.0052200108766555,1.3999640941619871e-05,0.0443999990820884,0.006496001034975,28.924999237060547
-88.1239981,28.52331896,2014-08-19,1,0.0363450050354003,0.2748486399650574,0.0557999610900878,0.0052250027656555,9.998679161071776e-06,0.0519999973475933,0.0048820003867149,29.19499969482422
-88.17466234,28.5397246,2014-08-20,1,0.0452699661254882,0.4983072876930237,0.0822999477386474,0.0053749978542327,9.998679161071776e-06,0.0683999955654144,0.0034079998731613,29.375
-88.23653314,28.55975648,2014-08-21,1,0.0452699661254882,0.4983072876930237,0.0822999477386474,0.0053749978542327,9.998679161071776e-06,0.0683999955654144,0.0034079998731613,29.375
-88.36036958,28.55975548,2014-08-22,1,0.0787599086761474,1.237757921218872,0.1447999477386474,0.0059349983930587,9.998679161071776e-06,0.1147999987006187,0.0014399997889995,29.51999855041504
-88.42567501,28.52932777,2014-08-23,1,0.0860700607299804,1.1053179502487185,0.1377999782562255,0.0056000053882598,2.7999281883239743e-05,0.1079999953508377,0.0017380006611347,28.96500015258789
-88.26892707,28.47583388,2014-08-24,1,0.0453550815582275,0.5217199325561523,0.0835001468658447,0.0055150091648101,1.800060272216797e-05,0.0703999996185302,0.0035139992833137,29.489999771118164
-87.7952883,28.34184299,2014-08-25,1,0.0290350914001464,0.1161667704582214,0.0275001525878906,0.0051050037145614,2.599507570266724e-05,0.0363999977707862,0.009366001933813,29.584999084472656
-87.22920394,28.07659144,2014-08-26,1,0.0419549942016601,0.1481976807117462,0.0329000949859619,0.0054350048303604,7.800012826919556e-05,0.0416000001132488,0.00832200050354,30.104999542236328
-87.0114038,27.72985688,2014-08-27,1,0.0882799625396728,0.2614684700965881,0.0494000911712646,0.0060549974441528,0.0001839995384216,0.0571999996900558,0.0061779990792274,29.674999237060547
-86.57711658,27.43198075,2014-08-28,1,0.056575059890747,0.423598438501358,0.0701000690460205,0.0057950019836425,6.400048732757568e-05,0.0643999949097633,0.0041440017521381,30.39499855041504
-86.10325035,27.14629861,2014-08-29,1,0.0581049919128418,0.3734538853168487,0.0638999938964843,0.005170002579689,1.9997358322143555e-05,0.0607999972999095,0.0049239993095397,31.05499839782715
-85.55828242,26.88498267,2014-08-30,1,0.0379600524902343,0.1287291496992111,0.0295000076293945,0.005385011434555,0.0001079961657524,0.0387999974191188,0.0097279995679855,30.489999771118164
-85.83960107,26.72919315,2014-08-31,1,0.041529893875122,0.0368080511689186,0.0175001621246337,0.0056300014257431,0.0002179965376853,0.0274000000208616,0.0158220008015632,31.41499900817871
